category,command,type,description,permissions,entrypoint,implementation,options_or_args,status,notes
Minigame/Economy,customId:guide_prev_${userId},button,Flow component guide_prev_${userId}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/huongdan.js:215,guide_prev_${userId},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:invaccept_{...},button,Flow component invaccept_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:900,invaccept_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:invaccept_*,button,Flow component invaccept_*.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:926,invaccept_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:invdecline_{...},button,Flow component invdecline_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:904,invdecline_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:invdismantle_{...},button,Flow component invdismantle_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/inventory.js:187,invdismantle_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:invdismantle_${userId},button,Flow component invdismantle_${userId}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/inventory.js:221,invdismantle_${userId},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:invnext_{...},button,Flow component invnext_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/inventory.js:177,invnext_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:invnext_${userId},button,Flow component invnext_${userId}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/inventory.js:215,invnext_${userId},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:invprev_{...},button,Flow component invprev_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/inventory.js:168,invprev_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:invprev_${userId},button,Flow component invprev_${userId}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/inventory.js:209,invprev_${userId},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:lcp_bulk_confirm_{...}_{...}_{...},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/use.js:407,lcp_bulk_confirm_{...}_{...}_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:lcp_bulk_confirm_${userId}_${type}_*,button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/use.js:658,lcp_bulk_confirm_${userId}_${type}_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:lcp_cancel_{...},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/use.js:411,lcp_cancel_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:lcp_cancel_${userId},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/use.js:528,lcp_cancel_${userId},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:lcp_confirm_{...}_{...},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/use.js:508,lcp_confirm_{...}_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:lcp_confirm_${userId}_${type},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/use.js:525,lcp_confirm_${userId}_${type},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:player_stats_{...},button,Flow component player_stats_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/xem.js:248,player_stats_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:player_stats_${userId},button,Flow component player_stats_${userId}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/xem.js:257,player_stats_${userId},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:shop_buy_{...},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/shop.js:112,shop_buy_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:shop_buy_${userId},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/shop.js:143,shop_buy_${userId},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:shop_sell_{...},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/shop.js:117,shop_sell_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:shop_sell_${userId},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/shop.js:149,shop_sell_${userId},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:solo_cancel_{...},button,Flow component solo_cancel_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:308,solo_cancel_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:solobua_{...},button,Flow component solobua_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:300,solobua_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:solostart_{...},button,Flow component solostart_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:291,solostart_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:transfer_{...}_{...}_{...}_{...},button,Flow component transfer_{...}_{...}_{...}_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/daden.js:646,transfer_{...}_{...}_{...}_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:transfer_*,button,Flow component transfer_*.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/daden.js:677,transfer_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:transfer_cancel_{...},button,Flow component transfer_cancel_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/daden.js:654,transfer_cancel_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:transfer_cancel_${userId},button,Flow component transfer_cancel_${userId}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/daden.js:668,transfer_cancel_${userId},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:tune_batch_{...}_{...},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/tune.js:302,tune_batch_{...}_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:tune_batch_*,button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/tune.js:220,tune_batch_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:tune_equip_{...},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/tune.js:325,tune_equip_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:tune_equip_*,button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/tune.js:227,tune_equip_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:tune_final_{...},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/tune.js:313,tune_final_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:tune_final_*,button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/tune.js:224,tune_final_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:tune_select_{...},select,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/tune.js:189,tune_select_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:tune_select_${userId},select,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/tune.js:217,tune_select_${userId},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:use_item_{...},button,Flow component use_item_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/use.js:158,use_item_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:addid_cancel_{...}_{...},button,Xác nhận/reset/rejoin UID chờ.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/addid.js:331,addid_cancel_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:addid_confirm_{...}_{...},button,Xác nhận/reset/rejoin UID chờ.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/addid.js:327,addid_confirm_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:addid_rejoin_{...}_{...},button,Xác nhận/reset/rejoin UID chờ.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/addid.js:274,addid_rejoin_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:addid_reset_{...}_{...},button,Xác nhận/reset/rejoin UID chờ.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/addid.js:270,addid_reset_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:addid_resetcancel_{...}_{...},button,Xác nhận/reset/rejoin UID chờ.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/addid.js:278,addid_resetcancel_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:album_setavt_{...}_{...},button,Điều hướng album ảnh.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/albumHandlers.js:172,album_setavt_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:album_setavt_{...}_{...},button,Điều hướng album ảnh.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/album.js:70,album_setavt_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:edit_cancel_{...},button,Xác nhận/hủy/sửa/xóa thông báo.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/addmem.js:246,edit_cancel_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:edit_confirm_{...}_{...},button,Xác nhận/hủy/sửa/xóa thông báo.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/addmem.js:242,edit_confirm_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:event_role_select,select,Flow component event_role_select.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js:246,src/events/client/interactionCreate.js:246,event_role_select,active,Route trực tiếp trong interactionCreate.
Quản lý thành viên/role,customId:event_role_select,select,Flow component event_role_select.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/selectMenuHandlers.js:33,event_role_select,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:lenhquanly_next_{...},button,Flow component lenhquanly_next_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/lenhquanly.js:177,lenhquanly_next_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:lenhquanly_prev_{...},button,Flow component lenhquanly_prev_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/lenhquanly.js:172,lenhquanly_prev_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:listallmem_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js:109,src/events/client/interactionCreate.js:109,listallmem_*,active,Route trực tiếp trong interactionCreate.
Quản lý thành viên/role,customId:listallmem_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/quanlyHandlers.js:59,listallmem_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:listallmem_next_{...}_{...},button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/listallmem.js:128,listallmem_next_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:listallmem_prev_{...}_{...},button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/listallmem.js:123,listallmem_prev_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:listallmem_random_{...},button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/listallmem.js:133,listallmem_random_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:listid_next_{...},button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/listid.js:79,listid_next_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:listid_prev_{...},button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/listid.js:74,listid_prev_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:listmem_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js:108,src/events/client/interactionCreate.js:108,listmem_*,active,Route trực tiếp trong interactionCreate.
Quản lý thành viên/role,customId:listmem_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/quanlyHandlers.js:43,listmem_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:listmem_modal_{...},modal,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/listmem.js:253,listmem_modal_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:listmem_modal_*,modal,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js:367,src/events/client/interactionCreate.js:367,listmem_modal_*,active,Route trực tiếp trong interactionCreate.
Quản lý thành viên/role,customId:listmem_modal_*,modal,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/quanlyHandlers.js:182,listmem_modal_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:listmem_next_{...}_{...},button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/listmem.js:180,listmem_next_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:listmem_prev_{...}_{...},button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/listmem.js:175,listmem_prev_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:listmem_search_{...}_{...},button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/listmem.js:185,listmem_search_{...}_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js:113,src/events/client/interactionCreate.js:113,locmem_*,active,Route trực tiếp trong interactionCreate.
Quản lý thành viên/role,customId:locmem_cancel_{...},button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/locmem.js:172,locmem_cancel_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_cancel_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/quanlyHandlers.js:86,locmem_cancel_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_cancel_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/locmem.js:305,locmem_cancel_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_confirm_{...},button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/locmem.js:168,locmem_confirm_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_confirm_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/quanlyHandlers.js:86,locmem_confirm_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_confirm_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/locmem.js:255,locmem_confirm_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_next_{...},button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/locmem.js:163,locmem_next_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_next_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/quanlyHandlers.js:85,locmem_next_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_next_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/locmem.js:244,locmem_next_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_prev_{...},button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/locmem.js:158,locmem_prev_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_prev_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/quanlyHandlers.js:85,locmem_prev_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_prev_*,button,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/locmem.js:233,locmem_prev_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_select_{...},select,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/locmem.js:147,locmem_select_{...},active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:locmem_select_*,select,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js:318,src/events/client/interactionCreate.js:318,locmem_select_*,active,Route trực tiếp trong interactionCreate.
Quản lý thành viên/role,customId:locmem_select_*,select,Phân trang/xác nhận trong nhóm quản lý thành viên.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/locmem.js:204,locmem_select_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:pickrole_*,button,Chọn role DPS/Healer/Tanker qua nút.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js:102,src/events/client/interactionCreate.js:102,pickrole_*,active,Route trực tiếp trong interactionCreate.
Quản lý thành viên/role,customId:pickrole_*,button,Chọn role DPS/Healer/Tanker qua nút.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/pickroleHandlers.js:35,pickrole_*,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:pickrole_dps_cuukiem,button,Chọn role DPS/Healer/Tanker qua nút.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/pickrole.js:409,pickrole_dps_cuukiem,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:pickrole_dps_duroi,button,Chọn role DPS/Healer/Tanker qua nút.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/pickrole.js:414,pickrole_dps_duroi,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:pickrole_dps_hoanhdao,button,Chọn role DPS/Healer/Tanker qua nút.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/pickrole.js:424,pickrole_dps_hoanhdao,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:pickrole_dps_quatdu,button,Chọn role DPS/Healer/Tanker qua nút.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/pickrole.js:394,pickrole_dps_quatdu,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:pickrole_dps_songdao,button,Chọn role DPS/Healer/Tanker qua nút.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/pickrole.js:404,pickrole_dps_songdao,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:pickrole_dps_vodanh,button,Chọn role DPS/Healer/Tanker qua nút.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/pickrole.js:399,pickrole_dps_vodanh,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:pickrole_healer,button,Chọn role DPS/Healer/Tanker qua nút.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/pickrole.js:434,pickrole_healer,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:pickrole_tanker,button,Chọn role DPS/Healer/Tanker qua nút.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/pickrole.js:439,pickrole_tanker,active,Pattern phát hiện trong handler/collector.
Quản lý thành viên/role,customId:search_query,button,Flow component search_query.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/listmem.js:257,search_query,active,Pattern phát hiện trong handler/collector.
Role hiển thị,customId:show_role_select_{...},select,Flow component show_role_select_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/subrole/show.js:221,show_role_select_{...},active,Pattern phát hiện trong handler/collector.
Role hiển thị,customId:show_role_select_${message.author.id},select,Flow component show_role_select_${message.author.id}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/quanly/subrole/show.js:235,show_role_select_${message.author.id},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:boss_*,button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js:126,src/events/client/interactionCreate.js:126,boss_*,active,Route trực tiếp trong interactionCreate.
Thông báo/Boss/Lịch,customId:boss_ai_{...},button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:1120,boss_ai_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:boss_cancel_{...},button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:1124,boss_cancel_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:boss_finalize_{...},button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/thongbao/bossguild.js:170,boss_finalize_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:boss_finalize_*,button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/bossHandlers.js:146,boss_finalize_*,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:boss_invite_{...},button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:1116,boss_invite_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:boss_join_{...},button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/thongbao/bossguild.js:162,boss_join_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:boss_join_*,button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/bossHandlers.js:32,boss_join_*,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:boss_leave_{...},button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/thongbao/bossguild.js:166,boss_leave_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:boss_leave_*,button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/bossHandlers.js:93,boss_leave_*,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:bossaccept_{...},button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:1256,bossaccept_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:bossaccept_*,button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:1282,bossaccept_*,active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:bossdecline_{...},button,Nút đăng ký/quản lý boss guild.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:1260,bossdecline_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:cancel_delete_all_{...},button,Xác nhận/hủy/sửa/xóa thông báo.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/thongbao/xoahetthongbao.js:41,cancel_delete_all_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:cancel_edit_{...},button,Xác nhận/hủy/sửa/xóa thông báo.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/thongbao/suathongbao.js:120,cancel_edit_{...},active,Pattern phát hiện trong handler/collector.
Thông báo/Boss/Lịch,customId:canceldeleteall_{...},button,Xác nhận/hủy/sửa/xóa thông báo.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/admin/thongbao/xoatoanbodanhsachthanhvien.js:59,canceldeleteall_{...},active,Pattern phát hiện trong handler/collector.
